batch,x,y,z,brand,model,angle,sampleNumber,30:23:03:87:17:80#1,30:23:03:87:17:81#1,30:23:03:87:17:82#1,30:23:03:87:17:98#1,30:23:03:87:17:99#1,30:23:03:87:17:9a#1,30:23:03:87:19:6c#1,30:23:03:87:19:6d#1,30:23:03:87:19:6e#1,36:23:03:87:17:80#1,36:23:03:87:17:98#1,36:23:03:87:19:6c#1,58:cb:52:d7:b4:d9#1,58:cb:52:d7:b5:31#1,58:cb:52:d7:b5:5d#1,58:cb:52:d7:bb:61#1,c4:41:1e:fa:08:88#1,c4:41:1e:fa:08:89#1,c4:41:1e:fa:08:8a#1,ca:41:1e:fa:08:88#1
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,41,19.920000000000,3.351000000000,3.510000000000,23.044000000000,5.013000000000,5.175000000000,29.491000000000,13.201000000000,20.541000000000,-100,-100,-100,13.466000000000,3.742000000000,4.426000000000,13.701000000000,19.594000000000,4.429000000000,1.674000000000,-100
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,42,19.294000000000,3.129000000000,3.471000000000,23.154000000000,5.001000000000,5.043000000000,-100,13.201000000000,20.644000000000,-100,-100,29.604000000000,13.520000000000,4.005000000000,4.461000000000,13.914000000000,19.594000000000,4.269000000000,1.693000000000,-100
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,43,19.132000000000,3.398000000000,3.627000000000,23.344000000000,4.973000000000,4.994000000000,29.757000000000,13.251000000000,12.826000000000,-100,-100,-100,13.464000000000,3.918000000000,4.376000000000,13.773000000000,19.757000000000,4.229000000000,1.674000000000,-100
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,44,19.526000000000,3.094000000000,3.822000000000,22.929000000000,5.041000000000,5.072000000000,29.919000000000,13.176000000000,20.585000000000,-100,-100,-100,13.440000000000,3.974000000000,4.464000000000,13.914000000000,19.444000000000,4.426000000000,1.635000000000,19.144000000000
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,45,19.995000000000,3.326000000000,3.432000000000,23.032000000000,5.082000000000,5.072000000000,29.960000000000,13.207000000000,21.420000000000,-100,-100,-100,13.494000000000,3.976000000000,4.376000000000,13.773000000000,19.607000000000,4.329000000000,1.596000000000,19.607000000000
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,46,18.935000000000,3.488000000000,3.529000000000,23.032000000000,5.007000000000,5.160000000000,-100,13.254000000000,20.834000000000,-100,-100,-100,13.492000000000,3.908000000000,4.420000000000,13.789000000000,19.770000000000,4.454000000000,1.713000000000,-100
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,47,18.982000000000,3.404000000000,3.373000000000,23.044000000000,5.160000000000,5.131000000000,29.370000000000,13.163000000000,21.215000000000,-100,-100,29.607000000000,13.553000000000,3.857000000000,4.492000000000,13.830000000000,19.607000000000,4.376000000000,1.732000000000,-100
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,48,19.607000000000,3.751000000000,3.549000000000,22.816000000000,5.044000000000,5.014000000000,29.757000000000,13.288000000000,20.775000000000,-100,-100,-100,13.497000000000,3.826000000000,4.455000000000,13.867000000000,19.457000000000,4.338000000000,1.791000000000,-100
cd042a82dbaa9dd1bf52c8a7920d7296,4.8000,4.0000,0.0000,google,Pixel 3a,1.00,49,18.935000000000,3.129000000000,3.666000000000,23.032000000000,5.013000000000,4.877000000000,29.595000000000,13.285000000000,20.907000000000,-100,-100,29.716000000000,13.468000000000,3.894000000000,4.423000000000,13.823000000000,18.819000000000,4.294000000000,1.791000000000,-100
d015c4339f83fb56444b088cfce14094,9.6000,0.0000,0.0000,google,Pixel 3a,0.00,10,22.573000000000,8.510000000000,9.467000000000,13.669000000000,-1.164000000000,-1.939000000000,25.845000000000,10.116000000000,9.760000000000,-100,-100,-100,8.042000000000,6.879000000000,10.454000000000,10.605000000000,-100,4.486000000000,2.924000000000,-100
